application/1d-interleaved-parityfec;;
application/3gpp-ims+xml;;
application/activemessage;;
application/timestamp-reply;;
application/timestamped-data;tsd;
application/tve-trigger;;
application/ulpfec;;
application/urc-grpsheet+xml;;
application/urc-ressheet+xml;;
application/urc-targetdesc+xml;;
application/urc-uisocketdesc+xml;;
application/vcard+xml;;
application/vemmi;;
application/vnd.3gpp.bsf+xml;;
application/vnd.3gpp.pic-bw-large;plb;
application/vnd.3gpp.pic-bw-small;psb;
application/vnd.3gpp.pic-bw-var;pvb;
application/vnd.3gpp.sms;sms;
application/vnd.3gpp2.bcmcsinfo+xml;;
application/vnd.3gpp2.sms;;
application/vnd.3gpp2.tcap;tcap;
application/vnd.3m.post-it-notes;pwn;
application/vnd.accpac.simply.aso;aso;
application/vnd.accpac.simply.imp;imp;
application/vnd.acucobol;acu;
application/vnd.acucorp;atc,acutc;7bit
application/vnd.adobe.air-application-installer-package+zip;air;
application/vnd.adobe.formscentral.fcdt;fcdt;
application/vnd.adobe.fxp;fxp;
application/vnd.adobe.partial-upload;;
application/vnd.adobe.xdp+xml;xdp;
application/vnd.adobe.xfdf;xfdf;
application/vnd.aether.imp;;
application/vnd.ah-barcode;;
application/vnd.ahead.space;ahead;
application/vnd.airzip.filesecure.azf;azf;
application/vnd.airzip.filesecure.azs;azs;
application/vnd.amazon.ebook;azw;
application/vnd.americandynamics.acc;acc;
application/vnd.amiga.ami;ami;
application/vnd.amiga.amu;ami;
application/vnd.amundsen.maze+xml;;
application/vnd.android.package-archive;apk;
application/vnd.anser-web-certificate-issue-initiation;cii;
application/vnd.anser-web-funds-transfer-initiation;fti;
application/vnd.antix.game-component;atx;
application/vnd.api+json;;
application/vnd.apple.installer+xml;mpkg;
application/vnd.apple.mpegurl;m3u8;
application/vnd.arastra.swi;swi;
application/vnd.aristanetworks.swi;swi;
application/vnd.astraea-software.iota;iota;
application/vnd.audiograph;aep;
application/vnd.autopackage;;
application/vnd.avistar+xml;;
application/vnd.balsamiq.bmml+xml;;
application/vnd.blueice.multipass;mpm;
application/vnd.bluetooth.ep.oob;;
application/vnd.bmi;bmi;
application/vnd.businessobjects;rep;
application/vnd.cab-jscript;;
application/vnd.canon-cpdl;;
application/vnd.canon-lips;;
application/vnd.cendio.thinlinc.clientconf;;
application/vnd.century-systems.tcp_stream;;
application/vnd.chemdraw+xml;cdxml;
application/vnd.chipnuts.karaoke-mmd;mmd;
application/vnd.cinderella;cdy;
application/vnd.cirpack.isdn-ext;;
application/vnd.claymore;cla;
application/vnd.cloanto.rp9;rp9;
application/vnd.clonk.c4group;c4g,c4d,c4f,c4p,c4u;
application/vnd.cluetrust.cartomobile-config;c11amc;
application/vnd.cluetrust.cartomobile-config-pkg;c11amz;
application/vnd.collection+json;;
application/vnd.collection.next+json;;
application/vnd.commerce-battelle;;
application/vnd.commonspace;csp;
application/vnd.comsocaller;;
application/vnd.contact.cmsg;cdbcmsg;
application/vnd.cosmocaller;cmc;
application/vnd.crick.clicker;clkx;
application/vnd.crick.clicker.keyboard;clkk;
application/vnd.crick.clicker.palette;clkp;
application/vnd.crick.clicker.template;clkt;
application/vnd.crick.clicker.wordbank;clkw;
application/vnd.criticaltools.wbs+xml;wbs;
application/vnd.ctc-posml;pml;
application/vnd.ctct.ws+xml;;
application/vnd.cups-pdf;;
application/vnd.cups-postscript;;
application/vnd.cups-ppd;ppd;
application/vnd.cups-raster;;
application/vnd.cups-raw;;
application/vnd.curl;curl;
application/vnd.curl.car;car;
application/vnd.curl.pcurl;pcurl;
application/vnd.cyan.dean.root+xml;;
application/vnd.cybank;;
application/vnd.dart;dart;
application/vnd.data-vision.rdz;rdz;
application/vnd.dece.data;uvf;
application/vnd.dece.ttml+xml;uvt;
application/vnd.dece.unspecified;uvx;
application/vnd.dece.zip;uvz;
application/vnd.denovo.fcselayout-link;fe_launch;
application/vnd.desmume.movie;;
application/vnd.dir-bi.plate-dl-nosuffix;;
application/vnd.dm.delegation+xml;;
application/vnd.dna;dna;
application/vnd.dolby.mlp;mlp;
application/vnd.dolby.mobile.1;;
application/vnd.dolby.mobile.2;;
application/vnd.dpgraph;dpg;
application/vnd.dreamfactory;dfac;
application/vnd.ds-keypoint;kpxx;
application/vnd.dtg.local;;
application/vnd.dtg.local.flash;;
application/vnd.dtg.local.html;;
application/vnd.dvb.ait;ait;
application/vnd.dvb.dvbj;;
application/vnd.dvb.esgcontainer;;
application/vnd.dvb.ipdcdftnotifaccess;;
application/vnd.dvb.ipdcesgaccess;;
application/vnd.dvb.ipdcesgaccess2;;
application/vnd.dvb.ipdcesgpdd;;
application/vnd.dvb.ipdcroaming;;
application/vnd.dvb.iptv.alfec-base;;
application/vnd.dvb.iptv.alfec-enhancement;;
application/vnd.dvb.notif-aggregate-root+xml;;
application/vnd.dvb.notif-container+xml;;
application/vnd.dvb.notif-generic+xml;;
application/vnd.dvb.notif-ia-msglist+xml;;
application/vnd.dvb.notif-ia-registration-request+xml;;
application/vnd.dvb.notif-ia-registration-response+xml;;
application/vnd.dvb.notif-init+xml;;
application/vnd.dvb.pfr;;
application/vnd.dvb.service;svc;
application/vnd.dxr;;
application/vnd.dynageo;geo;
application/vnd.easykaraoke.cdgdownload;;
application/vnd.ecdis-update;;
application/vnd.ecowin.chart;mag;
application/vnd.ecowin.filerequest;;
application/vnd.ecowin.fileupdate;;
application/vnd.ecowin.series;;
application/vnd.ecowin.seriesrequest;;
application/vnd.ecowin.seriesupdate;;
application/vnd.emclient.accessrequest+xml;;
application/vnd.enliven;nml;
application/vnd.eprints.data+xml;;
application/vnd.epson.esf;esf;
application/vnd.epson.msf;msf;
application/vnd.epson.quickanime;qam;
application/vnd.epson.salt;slt;
application/vnd.epson.ssf;ssf;
application/vnd.ericsson.quickcall;;
application/vnd.eszigno3+xml;es3,et3;
application/vnd.etsi.aoc+xml;;
application/vnd.etsi.asic-e+zip;;
application/vnd.etsi.cug+xml;;
application/vnd.etsi.iptvcommand+xml;;
application/vnd.etsi.iptvdiscovery+xml;;
application/vnd.etsi.iptvprofile+xml;;
application/vnd.etsi.iptvsad-bc+xml;;
application/vnd.etsi.iptvsad-cod+xml;;
application/vnd.etsi.iptvsad-npvr+xml;;
application/vnd.etsi.iptvservice+xml;;
application/vnd.etsi.iptvsync+xml;;
application/vnd.etsi.iptvueprofile+xml;;
application/vnd.etsi.mcid+xml;;
application/vnd.etsi.mheg5;;
application/vnd.etsi.overload-control-policy-dataset+xml;;
application/vnd.etsi.pstn+xml;;
application/vnd.etsi.sci+xml;;
application/vnd.etsi.simservs+xml;;
application/vnd.etsi.tsl+xml;;
application/vnd.etsi.tsl.der;;
application/vnd.eudora.data;;
application/vnd.ezpix-album;ez2;
application/vnd.ezpix-package;ez3;
application/vnd.f-secure.mobile;;
application/vnd.fdf;fdf;
application/vnd.fdsn.mseed;mseed;
application/vnd.fdsn.seed;seed,dataless;
application/vnd.ffsns;;
application/vnd.fints;;
application/vnd.flographit;gph;
application/vnd.fluxtime.clip;ftc;
application/vnd.font-fontforge-sfd;;
application/vnd.framemaker;fm,book,frame,maker;
application/vnd.frogans.fnc;fnc;
application/vnd.frogans.ltf;ltf;
application/vnd.fsc.weblauch;fsc;7bit
application/vnd.fsc.weblaunch;fsc;
application/vnd.fujitsu.oasys;oas;
application/vnd.fujitsu.oasys2;oa2;
application/vnd.fujitsu.oasys3;oa3;
application/vnd.fujitsu.oasysgp;fg5;
application/vnd.fujitsu.oasysprs;bh2;
application/vnd.fujixerox.art-ex;;
application/vnd.fujixerox.art4;;
application/vnd.fujixerox.ddd;ddd;
application/vnd.fujixerox.docuworks;xdw;
application/vnd.fujixerox.docuworks.binder;xbd;
application/vnd.fujixerox.docuworks.container;;
application/vnd.fujixerox.hbpl;;
application/vnd.fut-misnet;;
application/vnd.fuzzysheet;fzs;
application/vnd.genomatix.tuxedo;txd;
application/vnd.geocube+xml;;
application/vnd.geogebra.file;ggb;
application/vnd.geogebra.tool;ggt;
application/vnd.geometry-explorer;gex,gre;
application/vnd.geonext;gxt;
application/vnd.geoplan;g2w;
application/vnd.geospace;g3w;
application/vnd.globalplatform.card-content-mgt;;
application/vnd.globalplatform.card-content-mgt-response;;
application/vnd.gmx;gmx;
application/vnd.google-earth.kml+xml;kml;8bit
application/vnd.google-earth.kmz;kmz;8bit
application/vnd.grafeq;gqf,gqs;
application/vnd.gridmp;;
application/vnd.groove-account;gac;
application/vnd.groove-help;ghf;
application/vnd.groove-identity-message;gim;
application/vnd.groove-injector;grv;
application/vnd.groove-tool-message;gtm;
application/vnd.groove-tool-template;tpl;
application/vnd.groove-vcard;vcg;
application/vnd.hal+json;;
application/vnd.hal+xml;hal;
application/vnd.handheld-entertainment+xml;zmm;
application/vnd.hbci;hbci,hbc,kom,upa,pkd,bpd;
application/vnd.hcl-bireports;;
application/vnd.hhe.lesson-player;les;
application/vnd.hp-hpgl;plt,hpgl,hgl,hpg;
application/vnd.hp-hpid;hpid;
application/vnd.hp-hps;hps;
application/vnd.hp-jlyt;jlt;
application/vnd.hp-pcl;pcl;
application/vnd.hp-pclxl;pclxl;
application/vnd.httphone;;
application/vnd.hydrostatix.sof-data;sfd-hdstx;
application/vnd.hzn-3d-crossword;x3d;
application/vnd.ibm.afplinedata;;
application/vnd.ibm.electronic-media;emm;
application/vnd.ibm.minipay;mpy;
application/vnd.ibm.modcap;afp,list3820,listafp;
application/vnd.ibm.rights-management;irm;
application/vnd.ibm.secure-container;sc;
application/vnd.iccprofile;icc,icm;
application/vnd.ieee.1905;;
application/vnd.igloader;igl;
application/vnd.immervision-ivp;ivp;
application/vnd.immervision-ivu;ivu;
application/vnd.informedcontrol.rms+xml;;
application/vnd.informix-visionary;;
application/vnd.infotech.project;;
application/vnd.infotech.project+xml;;
application/vnd.innopath.wamp.notification;;
application/vnd.insors.igm;igm;
application/vnd.intercon.formnet;xpw,xpx;
application/vnd.intergeo;i2g;
application/vnd.intertrust.digibox;;
application/vnd.intertrust.nncp;;
application/vnd.intu.qbo;qbo;
application/vnd.intu.qfx;qfx;
application/vnd.iptc.g2.conceptitem+xml;;
application/vnd.iptc.g2.knowledgeitem+xml;;
application/vnd.iptc.g2.newsitem+xml;;
application/vnd.iptc.g2.newsmessage+xml;;
application/vnd.iptc.g2.packageitem+xml;;
application/vnd.iptc.g2.planningitem+xml;;
application/vnd.ipunplugged.rcprofile;rcprofile;
application/vnd.irepository.package+xml;irp;
application/vnd.is-xpr;xpr;
application/vnd.isac.fcs;fcs;
application/vnd.jam;jam;
application/vnd.japannet-directory-service;;
application/vnd.japannet-jpnstore-wakeup;;
application/vnd.japannet-payment-wakeup;;
application/vnd.japannet-registration;;
application/vnd.japannet-registration-wakeup;;
application/vnd.japannet-setstore-wakeup;;
application/vnd.japannet-verification;;
application/vnd.japannet-verification-wakeup;;
application/vnd.jcp.javame.midlet-rms;rms;
application/vnd.jisp;jisp;
application/vnd.joost.joda-archive;joda;
application/vnd.jsk.isdn-ngn;;
application/vnd.kahootz;ktz,ktr;
application/vnd.kde.karbon;karbon;
application/vnd.kde.kchart;chrt;
application/vnd.kde.kformula;kfo;
application/vnd.kde.kivio;flw;
application/vnd.kde.kontour;kon;
application/vnd.kde.kpresenter;kpr,kpt;
application/vnd.kde.kspread;ksp;
application/vnd.kde.kword;kwd,kwt;
application/vnd.kenameaapp;htke;
application/vnd.kenameapp;htke;
application/vnd.kidspiration;kia;
application/vnd.kinar;kne,knp;
application/vnd.koan;skp,skd,skm,skt;
application/vnd.kodak-descriptor;sse;
application/vnd.las.las+xml;lasxml;
application/vnd.liberty-request+xml;;
application/vnd.llamagraphics.life-balance.desktop;lbd;
application/vnd.llamagraphics.life-balance.exchange+xml;lbe;
application/vnd.lotus-1-2-3;wks,123;
application/vnd.lotus-approach;apr;
application/vnd.lotus-freelance;pre;
application/vnd.lotus-notes;nsf;
application/vnd.lotus-organizer;org;
application/vnd.lotus-screencam;scm;
application/vnd.lotus-wordpro;lwp;
application/vnd.macports.portpkg;portpkg;
application/vnd.marlin.drm.actiontoken+xml;;
application/vnd.marlin.drm.conftoken+xml;;
application/vnd.marlin.drm.license+xml;;
application/vnd.marlin.drm.mdcf;;
application/vnd.mcd;mcd;
application/vnd.medcalcdata;mc1;
application/vnd.mediastation.cdkey;cdkey;
application/vnd.meridian-slingshot;;
application/vnd.mfer;mwf;
application/vnd.mfmp;mfm;
application/vnd.micrografx.flo;flo;
application/vnd.micrografx.igx;igx;
application/vnd.mif;mif;
application/vnd.minisoft-hp3000-save;;
application/vnd.mitsubishi.misty-guard.trustweb;;
application/vnd.mobius.daf;daf;
application/vnd.mobius.dis;dis;
application/vnd.mobius.mbk;mbk;
application/vnd.mobius.mqy;mqy;
application/vnd.mobius.msl;msl;
application/vnd.mobius.plc;plc;
application/vnd.mobius.txf;txf;
application/vnd.mophun.application;mpn;
application/vnd.mophun.certificate;mpc;
application/vnd.motorola.flexsuite;;
application/vnd.motorola.flexsuite.adsi;;
application/vnd.motorola.flexsuite.fis;;
application/vnd.motorola.flexsuite.gotap;;
application/vnd.motorola.flexsuite.kmr;;
application/vnd.motorola.flexsuite.ttc;;
application/vnd.motorola.flexsuite.wem;;
application/vnd.motorola.iprm;;
application/vnd.mozilla.xul+xml;xul;
application/vnd.ms-artgalry;cil;
application/vnd.ms-asf;asf;
application/vnd.ms-cab-compressed;cab;
application/vnd.ms-color.iccprofile;;
application/vnd.ms-excel;xls,xlt,xlb,xla,xlc,xll,xlm,xlw;base64
application/vnd.ms-excel.addin.macroenabled.12;xlam;
application/vnd.ms-excel.sheet.binary.macroenabled.12;xlsb;
application/vnd.ms-excel.sheet.macroenabled.12;xlsm;
application/vnd.ms-excel.template.macroenabled.12;xltm;
application/vnd.ms-fontobject;eot;
application/vnd.ms-htmlhelp;chm;
application/vnd.ms-ims;ims;
application/vnd.ms-lrm;lrm;
application/vnd.ms-office.activex+xml;;
application/vnd.ms-officetheme;thmx;
application/vnd.ms-opentype;;
application/vnd.ms-package.obfuscated-opentype;;
application/vnd.ms-pki.certstore;sst;
application/vnd.ms-pki.pko;pko;
application/vnd.ms-pki.seccat;cat;
application/vnd.ms-pki.stl;stl;
application/vnd.ms-playready.initiator+xml;;
application/vnd.ms-powerpoint;ppt,pps,pot,ppa,pwz;base64
application/vnd.ms-powerpoint.addin.macroenabled.12;ppam;
application/vnd.ms-powerpoint.presentation.macroenabled.12;pptm;
application/vnd.ms-powerpoint.slide.macroenabled.12;sldm;
application/vnd.ms-powerpoint.slideshow.macroenabled.12;ppsm;
application/vnd.ms-powerpoint.template.macroenabled.12;potm;
application/vnd.ms-printing.printticket+xml;;
application/vnd.ms-project;mpp,mpt;base64
application/vnd.ms-tnef;;base64
application/vnd.ms-windows.printerpairing;;
application/vnd.ms-wmdrm.lic-chlg-req;;
application/vnd.ms-wmdrm.lic-resp;;
application/vnd.ms-wmdrm.meter-chlg-req;;
application/vnd.ms-wmdrm.meter-resp;;
application/vnd.ms-word.document.macroenabled.12;docm;
application/vnd.ms-word.template.macroenabled.12;dotm;
application/vnd.ms-works;wps,wcm,wdb,wks;base64
application/vnd.ms-wpl;wpl;base64
application/vnd.ms-xpsdocument;xps;8bit
application/vnd.mseq;mseq;
application/vnd.msign;;
application/vnd.multiad.creator;;
application/vnd.multiad.creator.cif;;
application/vnd.music-niff;;
application/vnd.musician;mus;
application/vnd.muvee.style;msty;
application/vnd.mynfc;taglet;
application/vnd.ncd.control;;
application/vnd.ncd.reference;;
application/vnd.nervana;ent,entity,req,request,bkm,kcm;
application/vnd.netfpx;;
application/vnd.neurolanguage.nlu;nlu;
application/vnd.nintendo.nitro.rom;;
application/vnd.nitf;ntf;
application/vnd.noblenet-directory;nnd;
application/vnd.noblenet-sealer;nns;
application/vnd.noblenet-web;nnw;
application/vnd.nokia.catalogs;;
application/vnd.nokia.configuration-message;ncm;
application/vnd.nokia.conml+wbxml;;
application/vnd.nokia.conml+xml;;
application/vnd.nokia.iptv.config+xml;;
application/vnd.nokia.isds-radio-presets;;
application/vnd.nokia.landmark+wbxml;;
application/vnd.nokia.landmark+xml;;
application/vnd.nokia.landmarkcollection+xml;;
application/vnd.nokia.n-gage.ac+xml;;
application/vnd.nokia.n-gage.data;ngdat;
application/vnd.nokia.n-gage.symbian.install;n-gage;
application/vnd.nokia.ncd;;
application/vnd.nokia.pcd+wbxml;;
application/vnd.nokia.pcd+xml;;
application/vnd.nokia.radio-preset;rpst;
application/vnd.nokia.radio-presets;rpss;
application/vnd.nokia.ringing-tone;rng;
application/vnd.novadigm.edm;edm;
application/vnd.novadigm.edx;edx;
application/vnd.novadigm.ext;ext;
application/vnd.ntt-local.content-share;;
application/vnd.ntt-local.file-transfer;;
application/vnd.ntt-local.sip-ta_remote;;
application/vnd.ntt-local.sip-ta_tcp_stream;;
application/vnd.oasis.opendocument.chart;odc;
application/vnd.oasis.opendocument.chart-template;otc;
application/vnd.oasis.opendocument.database;odb;
application/vnd.oasis.opendocument.formula;odf;
application/vnd.oasis.opendocument.formula-template;odft;
application/vnd.oasis.opendocument.graphics;odg;
application/vnd.oasis.opendocument.graphics-template;otg;
application/vnd.oasis.opendocument.image;odi;
application/vnd.oasis.opendocument.image-template;oti;
application/vnd.oasis.opendocument.presentation;odp;
application/vnd.oasis.opendocument.presentation-template;otp;
application/vnd.oasis.opendocument.spreadsheet;ods;
application/vnd.oasis.opendocument.spreadsheet-template;ots;
application/vnd.oasis.opendocument.text;odt;
application/vnd.oasis.opendocument.text-master;odm,otm;
application/vnd.oasis.opendocument.text-template;ott;
application/vnd.oasis.opendocument.text-web;oth;
application/vnd.obn;;
application/vnd.oftn.l10n+json;;
application/vnd.oipf.contentaccessdownload+xml;;
application/vnd.oipf.contentaccessstreaming+xml;;
application/vnd.oipf.cspg-hexbinary;;
application/vnd.oipf.dae.svg+xml;;
application/vnd.oipf.dae.xhtml+xml;;
application/vnd.oipf.mippvcontrolmessage+xml;;
application/vnd.oipf.pae.gem;;
application/vnd.oipf.spdiscovery+xml;;
application/vnd.oipf.spdlist+xml;;
application/vnd.oipf.ueprofile+xml;;
application/vnd.oipf.userprofile+xml;;
application/vnd.olpc-sugar;xo;
application/vnd.oma-scws-config;;
application/vnd.oma-scws-http-request;;
application/vnd.oma-scws-http-response;;
application/vnd.oma.bcast.associated-procedure-parameter+xml;;
application/vnd.oma.bcast.drm-trigger+xml;;
application/vnd.oma.bcast.imd+xml;;
application/vnd.oma.bcast.ltkm;;
application/vnd.oma.bcast.notification+xml;;
application/vnd.oma.bcast.provisioningtrigger;;
application/vnd.oma.bcast.sgboot;;
application/vnd.oma.bcast.sgdd+xml;;
application/vnd.oma.bcast.sgdu;;
application/vnd.oma.bcast.simple-symbol-container;;
application/vnd.oma.bcast.smartcard-trigger+xml;;
application/vnd.oma.bcast.sprov+xml;;
application/vnd.oma.bcast.stkm;;
application/vnd.oma.cab-address-book+xml;;
application/vnd.oma.cab-feature-handler+xml;;
application/vnd.oma.cab-pcc+xml;;
application/vnd.oma.cab-subs-invite+xml;;
application/vnd.oma.cab-user-prefs+xml;;
application/vnd.oma.dcd;;
application/vnd.oma.dcdc;;
application/vnd.oma.dd2+xml;dd2;
application/vnd.oma.drm.risd+xml;;
application/vnd.oma.group-usage-list+xml;;
application/vnd.oma.pal+xml;;
application/vnd.oma.poc.detailed-progress-report+xml;;
application/vnd.oma.poc.final-report+xml;;
application/vnd.oma.poc.groups+xml;;
application/vnd.oma.poc.invocation-descriptor+xml;;
application/vnd.oma.poc.optimized-progress-report+xml;;
application/vnd.oma.push;;
application/vnd.oma.scidm.messages+xml;;
application/vnd.oma.xcap-directory+xml;;
application/vnd.omads-email+xml;;
application/vnd.omads-file+xml;;
application/vnd.omads-folder+xml;;
application/vnd.omaloc-supl-init;;
application/vnd.openofficeorg.extension;oxt;
application/vnd.openxmlformats-officedocument.custom-properties+xml;;
application/vnd.openxmlformats-officedocument.customxmlproperties+xml;;
application/vnd.openxmlformats-officedocument.drawing+xml;;
application/vnd.openxmlformats-officedocument.drawingml.chart+xml;;
application/vnd.openxmlformats-officedocument.drawingml.chartshapes+xml;;
application/vnd.openxmlformats-officedocument.drawingml.diagramcolors+xml;;
application/vnd.openxmlformats-officedocument.drawingml.diagramdata+xml;;
application/vnd.openxmlformats-officedocument.drawingml.diagramlayout+xml;;
application/vnd.openxmlformats-officedocument.drawingml.diagramstyle+xml;;
application/vnd.openxmlformats-officedocument.extended-properties+xml;;
application/vnd.openxmlformats-officedocument.presentationml.commentauthors+xml;;
application/vnd.openxmlformats-officedocument.presentationml.comments+xml;;
application/vnd.openxmlformats-officedocument.presentationml.handoutmaster+xml;;
application/vnd.openxmlformats-officedocument.presentationml.notesmaster+xml;;
application/vnd.openxmlformats-officedocument.presentationml.notesslide+xml;;
application/vnd.openxmlformats-officedocument.presentationml.presentation;pptx;base64
application/vnd.openxmlformats-officedocument.presentationml.presentation.main+xml;;
application/vnd.openxmlformats-officedocument.presentationml.presprops+xml;;
application/vnd.openxmlformats-officedocument.presentationml.slide;sldx;
application/vnd.openxmlformats-officedocument.presentationml.slide+xml;;
application/vnd.openxmlformats-officedocument.presentationml.slidelayout+xml;;
application/vnd.openxmlformats-officedocument.presentationml.slidemaster+xml;;
application/vnd.openxmlformats-officedocument.presentationml.slideshow;ppsx;base64
application/vnd.openxmlformats-officedocument.presentationml.slideshow.main+xml;;
application/vnd.openxmlformats-officedocument.presentationml.slideupdateinfo+xml;;
application/vnd.openxmlformats-officedocument.presentationml.tablestyles+xml;;
application/vnd.openxmlformats-officedocument.presentationml.tags+xml;;
application/vnd.openxmlformats-officedocument.presentationml.template;potx;base64
application/vnd.openxmlformats-officedocument.presentationml.template.main+xml;;
application/vnd.openxmlformats-officedocument.presentationml.viewprops+xml;;
application/vnd.openxmlformats-officedocument.spreadsheetml.calcchain+xml;;
application/vnd.openxmlformats-officedocument.spreadsheetml.chartsheet+xml;;
application/vnd.openxmlformats-officedocument.spreadsheetml.comments+xml;;
